pos,flw,flg,bl,pic,lin,cl,cz,ni,erl,erc,lt,hc,pr,fo,cs,pi,class
88,1100,3100,186,1,0,55,0,0.3889999986,10.5,0.4699999988,0.9440000057,0.7220000029,0,0.0560000017,0.0283310004,611.1484375,r
3,141,231,0,1,0,13,0.6666666865,0.3330000043,10.399999619,0.7099999785,0,0,0,0,0.3333329856,3526.7131348,r
3,10,36,0,1,0,26,0.3333333433,0,113.33000183,6.6700000763,0,0,0,0,0.2222220004,0.7316669822,r
46,13,65,51,1,0,20,0.277777791,0,35.470001221,4.6999998093,0,0,0,0,0.0680869967,6.3283948898,r
1,38,212,22,1,0,0,1,0,47.369998932,2.6300001144,0,0,0,0,0,0,r
2,121,908,0,1,0,16,0.5,0,30.170000076,1.2400000095,0,0,0,0,0,1497.3007812,r
1,92,104,0,1,0,0,1,0,29.350000381,1.0900000334,0,0,0,0,0,0,r
1,19,64,0,1,0,57,0,0,194.74000549,31.579999924,0,0,0,0,0,0,r
9,180,692,0,1,0,4,0.8888888955,0,14.319999695,1.2999999523,0,0,0,0,0.7777780294,29.463611603,r
96,531,6900,0,1,0,14,0.3333333433,0.0560000017,23.770000458,1.6499999762,0,0,0,0.0560000017,0.1191300005,188.75021362,r
38,363,1600,177,1,0,1,0.944444418,0,25.450000763,1.7400000095,0,0,0,0,0.8888890147,1053.5263672,r
15,1100,1900,107,1,1,14,0.200000003,0,2.7599999905,0.0099999998,0.2669999897,0.200000003,0,0,0.0334899984,1431.4064941,r
57,156,626,46,1,0,5,0.777777791,0,11.359999657,1.3500000238,0.6669999957,0.0560000017,0,0,0.5098040104,248.88920593,r
3,46,429,0,1,0,4,0.6666666865,0,60.13999939,1.4500000477,0,0,0,0,0.3333329856,112.09148407,r
72,421,1300,90,1,1,123,0,0.1110000014,2.4300000668,0.2099999934,0.8889999986,0.5559999943,0.0560000017,0.1110000014,0.0946799964,57.144290924,r
35,436,4000,10,1,1,6,0.555555582,0.2779999971,4.8699998856,0.0900000036,0,0,0,0,0.2941179872,1217.2192383,r
16,538,497,49,1,1,0,0,0,0,0,0,0,0,0,1,0,r
1,197,648,0,1,0,0,1,0,7.1100001335,1.0199999809,0,0,0,0,0,0,r
20,110,316,175,1,1,17,0.277777791,0.2220000029,6.0100002289,0.25,0.3889999986,0.1110000014,0,0,0.1086490005,367.54092407,r
25,109,585,0,1,0,3,0.8888888955,0,11.260000229,1.0700000525,0,0,0,0,0.7869819999,1686.1696777,r
2,193,445,0,1,0,9,0.5,0,7.7699999809,0.5199999809,0,0,0,0,0,25.08416748,r
13,225,4000,170,1,0,23,0.1538461596,0,42.669998169,1.6399999857,0,0,0,0.1539999992,0.0457330011,91.173187256,r
1,81,324,0,1,0,11,0,0,97.529998779,3.7000000477,0,0,0,0,0,0,r
3,179,362,0,1,0,0,1,0,8.1899995804,0.7400000095,0.3330000043,0,0,0,1,4432.5629883,r
71,67,112,0,1,0,26,0.2222222239,0.0560000017,15.510000229,1.3300000429,0.1110000014,0.8889999986,0,0,0.0503560007,1251.7216797,r
3,316,545,0,1,0,2,0.6666666865,0,9.9200000763,0.5299999714,0,0,0,0,0.3333329856,1224.5275879,r
33,1100,2300,138,1,1,118,0,0.0560000017,14.149999619,1.2300000191,0.7220000029,0,0,0,0.0274139997,1125.99646,r
16,85,324,170,1,0,317,0,0,12.06000042,1.25,0,0.063000001,0.063000001,0,0.0726450011,106.7232666,r
9,88,371,32,1,1,19,0.2222222239,0,24.120000839,1.6399999857,0.3330000043,0,0,0,0.0474199988,7.0709571838,r
1,138,685,0,1,0,0,1,0,57.970001221,5.0700001717,0,0,0,0,0,0,r
822,1500,687,106,1,1,112,0.1111111119,0,1.5099999905,0.0399999991,0.3330000043,0.2220000029,0,0,0.1481480002,248.65786743,r
7,45,286,0,1,0,9,0.7142857313,0.1430000067,26.030000687,1.8999999762,0,0,0,0,0.4761900008,135.80075073,r
3,39,115,0,1,0,0,1,0.3330000043,12.819999695,0.8500000238,0,0,0,0,1,759.87896729,r
8,41,182,145,1,0,2,0.875,0,17.989999771,0.9100000262,0,0,0,0,0.75,876.60571289,r
1,273,253,0,1,0,0,1,0,8.0600004196,1.8300000429,0,0,0,0,0,0,r
1,236,463,0,1,0,35,0,1,29.239999771,8.8999996185,0,0,0,0,0,0,r
24,88,328,0,1,1,10,0.5,0.1110000014,11.109999657,1.2000000477,0,0,0,0,0.2352939993,1421.9238281,r
5,38,50,0,1,0,0,1,0,8.4200000763,0.5299999714,0,0,0,0,1,88.652946472,r
10,306,1100,0,1,0,8,0.400000006,0.3000000119,18.270000458,0.5899999738,0,0,0,0,0.1490470022,354.33694458,r
165,1500,6900,150,1,1,19,0.6666666865,0.3889999986,1.0099999905,0.0299999993,0.1110000014,0.2779999971,0,0,0.4313730001,299.18634033,r
239,922,2100,111,1,1,0,0,0,0,0,0,0,0,0,1,0,r
31,389,493,75,1,0,40,0.1111111119,0.3330000043,20.690000534,1.8600000143,0.6669999957,0.1110000014,0,0.0560000017,0.0151150003,306.66830444,r
5,175,338,15,1,0,2,0.8000000119,0,8.3400001526,0.5699999928,0.200000003,0.200000003,0,0,0.6000000238,4171.2504883,r
1,82,254,0,1,0,13,0,0,36.590000153,2.4400000572,0,0,0,0,0,0,r
2,135,592,0,1,0,0,1,0.5,58.520000458,3.7000000477,0,0,0,0,1,0.002083,r
77,203,257,173,1,1,93,0.1666666716,0.2779999971,11.140000343,0,0.1110000014,0.7220000029,0,0,0.0203779992,285.11419678,r
124,457,212,0,1,0,85,0,0,10.890000343,0.5500000119,0.5559999943,1.1109999418,0,0.0560000017,0.0252379999,385.57513428,r
30,375,941,166,1,0,170,0.3888888955,0.6110000014,15.840000153,1.2000000477,0.2220000029,0,0,0,0.173495993,1199.8549805,r
1,78,171,0,1,0,0,1,0,20.510000229,1.2799999714,0,0,0,0,0,0,r
1,35,85,0,1,0,9,0,0,131.42999268,5.7100000381,0,0,0,0,0,0,r
89,294,775,30,1,0,43,0,0,19.819999695,1.2300000191,0.1669999957,0.7779999971,0,0,0.0178490002,225.34660339,r
3,159,380,0,1,0,7,0.3333333433,0,16.13999939,0.8399999738,0,0.3330000043,0,0,0,2506.4624023,r
12,220,736,215,1,0,15,0.4166666567,0,12.609999657,0.7599999905,0.0829999968,0,0,0,0.1761790067,1362.4174805,r
4,153,331,0,1,0,8,0.5,0.25,29.739999771,3.0999999046,0,0,0,0,0.2845180035,1420.4162598,r
75,647,2400,152,1,0,25,0.1111111119,0,8.1199998856,0.4600000083,0.7220000029,0,0,0,0.0334030017,445.04986572,r
1,182,161,9,1,0,0,1,0,10.43999958,1.1000000238,0,0,0,0,0,0,r
11,67,141,0,1,0,6,0.9090909362,0,17.63999939,0.6800000072,0.2730000019,0,0,0,0.8181819916,2462.1447754,r
4,51,527,0,1,0,1,0.75,0,102.94000244,4.4099998474,0,0,0,0,0.5,28.31729126,r
5,562,2500,112,1,0,42,0.8000000119,0,9.4300003052,2.0999999046,0,0,0,0,0.6000000238,3140.6435547,r
8,177,705,111,1,0,67,0,0.25,13.279999733,0.4900000095,0.25,0.125,0,0,0.0294770002,825.45526123,r
1,81,168,0,1,0,10,0,0,13.579999924,2.4700000286,0,0,0,0,0,0,r
3,434,1600,0,1,0,0,1,0,31.340000153,3.9900000095,0,0,0,0,1,0.0371299982,r
3,4,48,0,1,0,14,0.3333333433,0.3330000043,350,58.330001831,0.6669999957,0,0,0,0,10.775925636,r
80,331,524,18,1,1,13,0.4444444478,0.2220000029,2.9500000477,0.0700000003,0,0.0560000017,0,0,0.184694007,318.36981201,r
16,170,558,0,1,0,1,0.9375,0,27.680000305,0.5099999905,0.063000001,0,0,0,0.875,1083.25,r
2,192,2000,0,1,0,0,1,0,425.26000977,4.6900000572,0,0,0,0,1,4.4256939888,r
1,103,362,0,1,0,6,0,0,66.019996643,0.9700000286,0,0,0,0,0,0,r
1,163,520,0,1,0,4,0,0,25.770000458,0.6100000143,0,0,0,0,0,0,r
15,500,694,137,1,0,141,0.0666666701,0,13.449999809,1.0499999523,0.0670000017,4.5999999046,0,0,0.1380250007,1280.5611572,r
1,91,419,0,1,0,50,0,0,52.75,6.5900001526,0,5,0,0,0,0,r
9,14,183,50,1,1,29,0.2222222239,0.1110000014,57.939998627,1.5900000334,0,0.2220000029,0,0,0.0524730012,164.80981445,r
86,266,421,47,1,1,128,0,0.1110000014,11.050000191,0.75,0.4440000057,0.6669999957,0,0.0560000017,0.0443120003,318.45504761,r
107,920,7400,41,1,1,4,0.777777791,0.1110000014,1.8899999857,0.0099999998,0,0,0,0,0.5974400043,124.48314667,r
2,28,104,0,1,0,0,1,0,30.36000061,3.5699999332,0,0,0,0,1,144.25735474,r
3,161,482,0,1,0,0,1,0,17.809999466,1.0399999619,0,0,0,0,1,4832.6264648,r
25,238,651,0,1,0,9,0.4444444478,0,12.630000114,0.6499999762,0.1669999957,0,0,0,0.0425910018,1373.3930664,r
91,1200,4600,8,1,1,0,1,0.0560000017,1.6399999857,0.0099999998,0,0,0,0,1,825.67974854,r
10,280,319,0,1,0,41,0.5,0,17.790000916,3.6099998951,0.200000003,0,0,0,0.3602809906,2349.6467285,r
3,14,64,0,1,0,0,1,0,19.049999237,2.3800001144,0.3330000043,0,0,0,1,1.4504630566,r
525,664,1200,154,1,1,502,0.1666666716,0.2220000029,3.3800001144,0.1299999952,0.7779999971,0,0,0,0.1381929964,593.75006104,r
42,89,1000,0,1,0,0,1,0,23.219999313,0.6200000048,0,0,0,0,1,17.584753036,r
9,263,1600,31,1,0,28,0.2222222239,0,26.149999619,1.2699999809,0,0,0,0,0.0569580011,3047.6503906,r
96,302,1600,117,1,1,19,0.1666666716,0.2779999971,2.1500000954,0.1700000018,0.2220000029,0.6110000014,0,0,0.0298619997,240.78118896,r
2,41,270,0,1,0,6,0.5,0,18.290000916,2.4400000572,0,0,0,0,0,407.75570679,r
1300,5100,51,33,1,1,666,0,0.6669999957,1.7599999905,0.0099999998,0,0.1669999957,0.0560000017,0.0560000017,0.2040600032,37.04196167,r
3,72,239,0,1,0,0,1,0.3330000043,32.409999847,0.9300000072,0,0,0,0,1,0.2491669953,r
74,259,598,23,1,0,55,0.5,0.1110000014,13.989999771,0.9399999976,0.1110000014,0.2220000029,0,0.0560000017,0.245471999,302.25366211,r
59,880,4000,244,1,1,65,0.5,0.3330000043,7.6999998093,0.9300000072,0.3889999986,0.1110000014,0,0,0.1903209984,259.32034302,r
3,1000,2000,0,1,0,1,0.6666666865,0,8.029999733,0.6000000238,0,0,0,0,0.3333329856,968.73443604,r
4,7,114,0,1,0,3,0.75,0.25,157.13999939,10.710000038,0,0,0,0,0.5,6.9649310112,r
76,648,848,158,1,1,276,0,0.1110000014,10.789999962,0.4900000095,0,3,0,0,0.1190870032,473.23529053,r
10,547,685,0,1,0,3,0.8000000119,0.3000000119,17.950000763,0.9100000262,0.200000003,0,0,0,0.6222220063,4981.7255859,r
23,522,1700,16,1,0,134,0,0,10.989999771,0.8600000143,0.1669999957,0.8889999986,0,0,0.067272,1422.1690674,r
3,51,152,0,1,0,15,0.6666666865,0,16.989999771,1.3099999428,0,0,0,0,0.3333329856,5599.3413086,r
2,24,124,0,1,0,6,0.5,0,64.580001831,4.1700000763,0,0,0,0,0,737.5949707,r
130,258,549,0,1,0,107,0.1111111119,0.3889999986,19.13999939,1.6599999666,0.1669999957,1.3329999447,0,0,0.0515029989,633.83081055,r
4,31,66,0,1,0,0,1,0,8.8699998856,0.8100000024,0.25,0,0,0,1,3370.2546387,r
119,180,266,37,1,0,20,0.1111111119,0.2779999971,8.6999998093,0.9900000095,0.5,0.0560000017,0,0,0.012023,368.75091553,r
149,286,1500,21,1,1,4,0.8888888955,0.0560000017,5.3800001144,0.5199999809,0.2779999971,0,0,0,0.7843139768,191.38575745,r
2,91,274,0,1,0,0,1,0,36.810001373,1.6499999762,0,0,0,0,1,741.75793457,r
8,275,1900,0,1,0,4,0.75,0,20.36000061,0.6399999857,0,0,0,0,0.5714290142,569.29229736,r
47,424,631,145,1,0,37,0.1111111119,0.1669999957,14.319999695,1.5099999905,0.2220000029,1,0,0,0.0192559995,1877.947876,r
8,11,66,10,1,0,0,1,0,26.13999939,1.1399999857,0,0,0,0,0.75,213.11367798,r
5,159,942,0,1,0,2,0.8000000119,0,18.489999771,0.5,0,0,0,0,0.6000000238,12.326499939,r
2,38,185,9,1,0,0,1,0,39.470001221,1.3200000525,0,0,0,0,1,2.2405560017,r
27,183,871,136,1,1,23,0.055555556,0,13.329999924,0.8799999952,0,0.1669999957,0,0,0.0120409997,56.811603546,r
1,201,548,0,1,0,0,1,0,26.370000839,1.9900000095,0,0,0,0,0,0,r
37,1100,3800,152,1,1,0,0,0,0,0,0,0,0,0,1,0,r
196,502,2300,143,1,1,10,0.722222209,0,3.8399999142,0.1299999952,0,0.7220000029,0,0,0.5185490251,536.35253906,r
14,136,195,0,1,0,66,0.1428571492,0.7139999866,10.399999619,1.0499999523,0,0.7139999866,0,0.0710000023,0.0287560001,889.6151123,r
47,84,191,161,1,0,380,0,0.1110000014,26.059999466,1.8500000238,0.8889999986,2.0559999943,0,0,0.4976910055,1082.4736328,r
1,15,394,0,1,0,0,1,0,546.66998291,26.670000076,0,0,0,0,0,0,r
17,485,428,34,1,0,70,0.2941176593,0.1180000007,17.030000687,1.4299999475,0.7649999857,0,0,0,0.1741569936,2238.300293,r
3,49,67,0,1,0,28,0,0,16.329999924,1.3600000143,0,0,0,0,0,1468.7830811,r
34,1200,6200,134,1,1,51,0.1111111119,0.5559999943,11.489999771,0.4600000083,0.9440000057,0,0,0,0.1241720021,390.93222046,r
5,205,355,0,1,0,0,1,0.200000003,11.020000458,2.0499999523,0,0,0,0,1,2126.4245605,r
28,76,66,15,1,0,1,0.944444418,0,9.8699998856,1.6100000143,0.0560000017,0,0,0,0.8888890147,1452.5323486,r
25,35,67,108,1,1,51,0.3333333433,0,21.11000061,1.5900000334,0.0560000017,1.2779999971,0,0.3889999986,0.1460410058,95.632484436,r
11,93,390,0,1,0,11,0.1818181872,0,12.510000229,0.5899999738,0.1819999963,0,0,0,0.0620770007,1337.5411377,r
52,279,439,149,1,1,58,0.4444444478,0,3.5799999237,0.2599999905,0.4440000057,0.0560000017,0,0,0.1850730032,100.58757782,r
4,258,2500,0,1,0,0,1,0,23.549999237,0.7799999714,0,0,0,0,1,49.816043854,r
1,130,31,0,1,0,0,1,0,8.4600000381,1.5399999619,0,0,0,0,0,0,r
442,490,1300,60,1,0,27,0.555555582,0.4440000057,22.129999161,1.2799999714,0.3889999986,0,0,0,0.2363149971,329.55245972,r
94,308,746,98,1,0,82,0.055555556,0.2220000029,11.449999809,0.7599999905,0.0560000017,1.9440000057,0,0,0.0262599997,247.40568542,r
3,36,398,18,1,0,0,1,0,94.440002441,3.7000000477,0,0,0,0,1,133.82925415,r
18,124,349,0,1,0,20,0.277777791,0,9.3599996567,1.2999999523,0,1.2779999971,0,0,0.0653589964,1467.5330811,r
3,255,3300,0,1,0,0,1,0,52.290000916,2.2200000286,0,0,0,0,1,144.36231995,r
56,585,1700,61,1,0,36,0,0.1669999957,8.5,0.6600000262,0.1669999957,0.4440000057,0,0,0.008502,421.22857666,r
15,223,649,17,1,1,27,0.3333333433,0.1330000013,8.6700000763,0.1199999973,0.3330000043,0,0,0,0.1145349964,895.67901611,r
56,298,656,0,1,0,82,0.055555556,0.5,18.959999084,0.7099999785,0.8330000043,0.5,0,0,0.0242459998,737.67987061,r
3,57,326,0,1,0,15,0,0,45.61000061,1.75,0,0,0,0,0,15.55574131,r
319,878,3300,118,1,1,22,0.5,0.1669999957,2.2300000191,0,0.4440000057,0,0,0,0.1863590032,545.75476074,r
3,37,442,0,1,0,0,1,0,246.8500061,10.81000042,0,0,0,0,1,1.3775930405,r
26,1100,5900,146,1,1,16,0.6111111045,0.1110000014,3.4300000668,0.0799999982,0,0,0,0,0.3671019971,514.05792236,r
2,82,150,0,1,0,0,1,0,22.559999466,7.9299998283,0,0,0,0,1,8457.5595703,r
2,363,1200,40,1,0,8,0.5,0.5,18.040000916,0.8299999833,0,0,0,0,0,198.36735535,r
129,248,1300,28,1,1,0,0.944444418,0.1110000014,4.0799999237,0.0900000036,0.4440000057,0,0,0,0.8888890147,226.13449097,r
3,220,290,0,1,0,4,0.6666666865,0,7.2699999809,0.6100000143,0.3330000043,0,0,0,0.3333329856,1708.1900635,r
2,505,1900,0,1,0,0,1,0,10.399999619,1.0900000334,0,0,0,0,1,2380.4816895,r
6,186,1000,88,1,0,21,0.3333333433,0,17.649999619,0.5400000215,0,0,0,0,0,116.32782745,r
2,138,289,0,1,0,0,1,0,7.6100001335,0.7200000286,0,0,0,0,1,258.03015137,r
3,11,99,0,1,0,16,0.3333333433,0,103.02999878,18.180000305,0,0,0,0,0.1924500018,0.0874999985,r
26,129,150,0,1,1,11,0.6666666865,0.2220000029,8.1400003433,0.7300000191,0.2220000029,0,0,0,0.4326800108,2651.1428223,r
8,72,313,0,1,0,18,0.875,0.25,9.5500001907,1.0399999619,0,0,0,0,0.75,667.89923096,r
27,244,1400,108,1,0,6,0.5,0,11.109999657,0.7699999809,0,0,0,0,0.241802007,28.160400391,r
6,119,276,0,1,0,11,0.8333333135,0,11.760000229,0.8399999738,0,0,0,0,0.6666669846,1247.3540039,r
60,858,5400,116,1,0,89,0.1666666716,0.2220000029,10.18999958,0.6499999762,0.6669999957,2.2219998837,0,0,0.0357210003,705.1361084,r
8,198,885,0,1,0,6,0.625,0.25,16.100000381,1.0099999905,0.375,0,0,0,0.3571430147,1378.9509277,r
12,362,314,34,1,1,20,0.75,0.0829999968,3.0399999619,0.2800000012,0,0.0829999968,0,0,0.5541149974,521.00219727,r
9,20,114,0,1,0,84,0.1111111119,0.2220000029,36.11000061,0.5600000024,0,1,0,0,0.0904819965,0.2374690026,r
2,70,292,0,1,0,0,1,0,64.290000916,2.8599998951,0,0,0,0,1,0.0334720016,r
87,456,613,66,1,0,98,0.055555556,0.1110000014,13.850000381,1.1100000143,0.4440000057,0.3330000043,0,0.1110000014,0.0555029996,571.85778809,r
2,81,110,0,1,0,9,0.5,0,10.489999771,0.6200000048,0,0,0,0,0,5211.2441406,r
873,1800,2800,98,1,1,21,0.944444418,0.3330000043,2.0199999809,0.0599999987,0.6110000014,1.2220000029,0,0,0.8888890147,762.98846436,r
2,34,191,0,1,0,5,0.5,0,51.470001221,1.4700000286,0,0,0,0,0,0.0119439997,r
105,509,909,0,1,0,33,0.777777791,0.1669999957,19.229999542,2.0199999809,0.7779999971,0,0,0,0.5958279967,200.03012085,r
635,7000,2100,79,1,1,105,0.055555556,0.6669999957,1.8500000238,0.0299999993,0.5559999943,0,0,0.0560000017,0.0622319989,108.10808563,r
242,362,1500,91,1,0,103,0.1111111119,0.1110000014,13.949999809,0.6299999952,0.2779999971,0.3330000043,0,0,0.091516003,659.8550415,r
7,93,162,0,1,0,0,1,0,12.75,1.8400000334,0,0,0,0,1,1091.6243896,r
66,453,842,0,1,0,109,0,0.0560000017,11.949999809,0.4699999988,0,1.0559999943,0,0,0.0158370007,358.7204895,r
168,453,759,37,1,1,45,0.2222222239,0.3889999986,18.319999695,1.3999999762,0.7779999971,0,0.0560000017,0,0.0704040006,941.31494141,r
79,331,1800,3,1,1,9,0.6666666865,0,6.4600000381,0.1299999952,0.7220000029,0,0,0,0.4509800076,236.89002991,r
2,191,657,0,1,0,9,0,0,20.159999847,0.5199999809,0,0,0,0,0,3322.2351074,r
123,889,7000,0,1,0,0,1,0,9.9300003052,0.5199999809,0,0,0,0,1,16.919645309,r
84,5700,999,78,1,1,263,0,0.5559999943,4.6199998856,0.349999994,0.2220000029,1.6670000553,0.0560000017,0,0.0472729988,320.15390015,r
2,28,493,0,1,0,18,0.5,0.5,178.57000732,25,0,0,0,0,0,31.821388245,r
5,91,400,0,1,0,9,0.6000000238,0,16.920000076,4.1799998283,0,0,0,0,0.3408249915,170.48039246,r
7,226,589,0,1,0,7,0.571428597,0,10.869999886,1.0700000525,0.4289999902,0,0,0,0.2857140005,1024.5181885,r
261,477,1600,10,1,1,4,0.8888888955,0,1.9800000191,0.0299999993,0.4440000057,0,0,0,0.7843139768,478.30010986,r
38,757,1300,57,1,1,76,0,0.6110000014,7.4299998283,0.9900000095,0,1.2779999971,0,0.0560000017,0.0432600006,501.04840088,r
2,258,1700,0,1,0,0,1,0,15.119999886,1.1599999666,0,0,0,0,1,6.9399999e-4,r
32,1300,3300,0,1,0,10,0.6666666865,0,8.0900001526,0.6600000262,0.0560000017,0,0,0,0.4522440135,1163.2462158,r
16,304,616,118,1,0,58,0.0625,0.063000001,12.930000305,1.0299999714,0.125,0.9380000234,0,0,0.0133429999,2013.1787109,r
26,164,206,62,1,1,176,0.2222222239,0.3889999986,7.0799999237,0.5099999905,0.5,0.8330000043,0.1110000014,0,0.0568320006,915.88464355,r
13,30,187,58,1,0,16,0.6153846383,0.0769999996,37.689998627,1.0299999714,0,0.3079999983,0,0,0.3666760027,6.3884191513,r
10,116,435,0,1,0,2,0.8999999762,0.1000000015,18.100000381,1.3799999952,0.6000000238,0,0,0,0.8000000119,390.8447876,r
10,106,146,0,1,0,4,0.8000000119,0,12.920000076,0.9399999976,0,0,0,0,0.4666669965,443.3359375,r
1,145,408,8,1,0,0,1,0,25.520000458,0.6899999976,0,0,0,0,0,0,r
15,125,446,0,1,0,17,0.5333333611,0.400000006,11.729999542,0.6399999857,0.5329999924,0.6669999957,0,0,0.2811940014,1223.7138672,r
37,214,439,6,1,0,33,0.1111111119,0.2779999971,17.5,1.8999999762,0.1110000014,0,0,0,0.0242369995,1309.7935791,r
262,575,1900,117,1,1,12,0.3333333433,0.6669999957,4.4499998093,0.1099999994,0.6110000014,0.2220000029,0,0,0.0729039982,56.308177948,r
65,259,269,0,1,0,40,0.277777791,0,30.739999771,1.1399999857,0.7220000029,0.3330000043,0,0,0.0971919969,1127.8587646,r
3,36,97,4,1,0,0,1,0,24.069999695,0.9300000072,0,0,0,0,1,0.0125930002,r
75,196,501,162,1,0,40,0.1666666716,0.2779999971,10.180000305,0.5099999905,0.2220000029,0.2220000029,0,0,0.044861,61.542053223,r
3,266,778,34,1,0,30,0.3333333433,0,13.779999733,0.8799999952,0,1.6670000553,0,0.6669999957,0,970.83734131,r
69,536,822,16,1,1,39,0.5,0.1669999957,12.140000343,0.2099999934,0.3889999986,0.1110000014,0,0,0.2490359992,854.80462646,r
3,13,400,0,1,0,0,1,0,171.78999329,10.260000229,0,0,0,0,1,8.5924072266,r
436,532,460,248,1,0,92,0.6111111045,0.2220000029,21.670000076,0.6499999762,0.5,1.3329999447,0,0,0.3626689911,813.27880859,r
1,94,119,0,1,0,0,1,0,10.640000343,1.0599999428,0,0,0,0,0,0,r
148,555,937,134,1,1,143,0,0.4440000057,5.5700001717,0.3300000131,0.6669999957,0.8330000043,0,0,0.146668002,94.763900757,r
12,241,1000,57,1,0,19,0,0,24.239999771,1.3500000238,0,0,0,0.0829999968,0.0131219998,187.6907196,r
1,54,124,0,1,0,17,0,0,14.81000042,1.8500000238,0,0,0,0,0,0,r
3,185,338,0,1,0,0,1,0,25.590000153,1.2599999905,0,0,0,0,1,1135.6273193,r
50,699,3200,147,1,0,357,0.1111111119,0,8.1300001144,0.9499999881,0.8330000043,1.7220000029,0,0,0.7908499837,519.51190186,r
1,43,52,0,1,0,17,0,0,41.86000061,2.3299999237,0,0,0,0,0,0,r
2,154,299,0,1,0,0,1,0,11.359999657,0.6499999762,0,0,0,0,1,1747.5369873,r
168,1000,5500,158,1,1,162,0,0.0560000017,1.9900000095,0.1000000015,0,0,0,0,0.4958119988,473.33627319,r
12,91,680,0,1,0,4,0.8333333135,0.3330000043,11.359999657,0.5500000119,0,0,0,0,0.5454549789,71.321807861,r
1,63,207,0,1,0,24,0,0,11.109999657,1.5900000334,0,0,0,0,0,0,r
17,620,1500,17,1,1,3,0.6875,0,6.4099998474,0.3000000119,0,0,0,0,0.4583329856,1646.9344482,r
57,744,1600,165,1,0,57,0,0.0560000017,18.709999084,1.1100000143,0.2779999971,0.3889999986,0,0.0560000017,0.0232469998,569.65246582,r
2,37,68,0,1,0,0,1,0,39.189998627,2.7000000477,0,0,0,0,1,0.4766669869,r
207,312,255,86,1,1,286,0.1111111119,0.1110000014,7.8699998856,0.4099999964,0.8889999986,0.3330000043,0,0,0.0695419982,85.332069397,r
271,359,937,157,1,1,39,0.1111111119,0.2779999971,8.5,0.1400000006,0.7779999971,0.2220000029,0,0,0.0343360007,215.3394165,r
6,125,263,0,1,0,2,0.8333333135,0,7.8699998856,1.3300000429,0,0,0,0,0.6666669846,4234.5585938,r
3,45,479,0,1,0,0,1,0.3330000043,52.590000153,0.7400000095,0,0,0,0,1,318.15231323,r
19,280,1700,0,1,0,10,0.2222222239,0.0560000017,35.970001221,1.3700000048,0.5,0,0,0,0.0196080003,874.56958008,r
1,107,285,17,1,0,22,0,0,34.580001831,3.7400000095,0,0,0,0,0,0,r
2,64,177,0,1,0,0,1,0,25,1.5599999428,0,0,0,0,1,67.974304199,r
2100,2200,6700,187,1,1,112,0.055555556,0.4440000057,0.2700000107,0.0099999998,0.9440000057,0.3330000043,0,0,0.1805530041,41.200908661,r
9,154,710,10,1,0,35,0.2222222239,0,23.159999847,0.5099999905,0.2220000029,0,0,0,0.0321430005,2885.1481934,r
3,30,310,0,1,0,102,0,0,133.33000183,6.6700000763,0,1.3329999447,0,0,0.2373349965,0.119351998,r
1,11,7,0,1,0,0,1,0,54.549999237,9.0900001526,0,0,0,0,0,0,r
8,187,1100,0,1,0,63,0,0,21.590000153,1,0,0.625,0,0.25,0.1355530024,2673.907959,r
365,372,988,123,1,1,101,0,0.5,16.319999695,0.8199999928,0,2.0559999943,0,0,0.2454220057,252.2371521,r
4,146,665,0,1,0,0,1,0,17.469999313,0.5099999905,0,0,0,0,1,1148.4901123,r
42,367,1500,29,1,0,31,0.2222222239,0,25.549999237,4.0399999619,0,0,0,0,0.1416070014,31.550231934,r
1,101,136,0,1,0,0,1,0,19.799999237,0.9900000095,0,0,0,0,0,0,r
5,36,157,0,1,0,30,0.200000003,0,42.779998779,0.5600000024,0.200000003,0.400000006,0,0.200000003,0,3354.9672852,r
17,175,171,0,1,0,7,0.7058823705,0,13.920000076,0.9700000286,0,0.1180000007,0,0,0.4852940142,1540.8679199,r
13,373,395,0,1,0,4,0.769230783,0,9.1400003433,1.2799999714,0,0,0,0,0.5769230127,370.02838135,r
4,119,358,0,1,0,0,1,0,11.340000153,0.6299999952,0,0,0,0,1,775.83636475,r
4,167,184,0,1,0,0,1,0,15.569999695,0.8999999762,0,0,0,0,1,0.0341669992,r
41,377,1300,136,1,0,689,0,0.0560000017,7.1900000572,0.4699999988,0,1,0,0,0.0870679989,284.85253906,r
20,824,3500,141,1,0,10,0.6111111045,0.0560000017,7.0599999428,0.5299999714,0,0,0,0,0.3608109951,655.94830322,r
2,365,1100,0,1,0,25,0,0,11.640000343,2.4700000286,0,0,0,0,0,444.94180298,r
25,92,470,0,1,0,37,0,0,24.090000153,1.0299999714,0,0,0,0.0560000017,0.0135190003,29.694536209,r
297,573,1200,45,1,1,3,0.944444418,0.1110000014,5.5300002098,0.0299999993,0.3889999986,0.1110000014,0,0,0.8888890147,98.231544495,r
9,161,1100,0,1,0,9,0.6666666865,0.1110000014,20.5,1.5900000334,0,0,0,0,0.4166670144,3040.2790527,r
57,864,1200,119,1,1,46,0,0.5,6.1900000572,0.3400000036,0.8889999986,0.0560000017,0,0,0.0617600009,638.762146,r
17,500,2900,11,1,0,9,0.470588237,0,7.9600000381,0.4699999988,0,0.0590000004,0,0,0.2072719932,125.89134216,r
